"ESTADO","INGRESOS","CASA","PRECIO_DISPOSITIVO","MESES","DURACION","SOBRECARGO","SALDO_RESTANTE","SATISFACCION"
"RETIRADO",7793143,8.5e+07,3431620,37,0.4,237.3818,49.9,8.296794
"VINCULADO",1340758,3.04e+08,3148826,31,16.2,0,31.8,2.406079
"VINCULADO",3319004,6.92e+08,628707,10,3.3,10.5955,8.5,2.307429
"RETIRADO",3447122,7.92e+08,2747328,43,2,187.3057,14.5,8.385778
"VINCULADO",1303608,1.44e+08,2300089,0,17.1,44.85019,25.8,2.834214
"RETIRADO",7167538,1.764e+09,308008,49,14.7,132.624,61.4,8.343109
"VINCULADO",7340103,1.466e+09,1045236,27,16.3,37.94763,73.3,2.526289
"RETIRADO",3052146,9.82e+08,2714594,17,0.3,183.8229,7.2,8.669283
"RETIRADO",2708743,5.86e+08,1681610,26,2.7,254.5226,27.6,8.421165
"RETIRADO",1630985,3.41e+08,1558095,4,16.3,275.6634,28.2,8.458766
"VINCULADO",8037315,1.64e+08,2000356,36,16.8,45.78907,48,2.463806
"RETIRADO",758003,1.52e+08,372838,38,14.2,169.2462,4.4,8.141753
"VINCULADO",7617374,1.808e+09,2275011,11,1.7,32.78504,76.2,2.329337
"VINCULADO",8302940,7.27e+08,829555,37,16.3,38.02233,58.5,2.692487
"RETIRADO",7417431,4.25e+08,2248711,8,1,209.2093,96.5,8.323994
"VINCULADO",8047291,6.77e+08,1497258,63,15.3,0,78.2,1.952343
"RETIRADO",6849153,2.4e+08,448938,54,16.8,43.44903,97.7,2.737686
"RETIRADO",6843417,5.96e+08,636574,42,0.8,156.6187,43.1,7.879204
"VINCULADO",7022523,1.66e+09,1939534,11,1.2,0,68.4,3.522673
"VINCULADO",3018387,6.46e+08,1495536,34,2.3,65.6704,19.9,2.744447
"RETIRADO",7893726,8.2e+07,1205585,33,2.2,108.8818,68.3,8.373244
"VINCULADO",3595842,7.68e+08,1420301,12,4.2,24.86183,23.5,2.830025
"VINCULADO",7637621,4.4e+08,1162878,34,1.4,0,69,2.651263
"VINCULADO",2715899,6.51e+08,512642,4,1.1,0,24.7,2.966038
"VINCULADO",6909158,8.5e+07,1818902,14,2.5,0,67.6,2.759534
"RETIRADO",3912641,1.84e+08,1213004,35,1.2,342.8652,22.9,8.308546
"VINCULADO",1130620,8.6e+07,1110843,34,15.5,15.28645,33.6,2.591074
"RETIRADO",7248015,1.749e+09,511532,46,0.9,209.984,34.7,8.553164
"VINCULADO",424326,8.4e+07,1046951,0,15.5,224.5022,40.8,8.081629
"RETIRADO",6716629,1.463e+09,625905,9,1.1,174.8458,59.5,8.809638
"RETIRADO",7302536,4.99e+08,2639183,24,14.8,195.1418,90.1,8.060286
"RETIRADO",3609202,9.8e+08,1881845,33,3.1,239.6204,12.9,8.256687
"RETIRADO",7915616,7.88e+08,1940746,9,3.3,285.7844,62.1,8.620774
"RETIRADO",1582951,5.63e+08,1279345,18,16.1,195.3888,14,8.300064
"RETIRADO",7650019,1.609e+09,2127195,16,2.3,93.91192,78.9,7.304986
"VINCULADO",8202934,4.88e+08,3094850,39,14.7,10.26991,64.6,2.931855
"RETIRADO",2786950,2.95e+08,1591022,23,3.2,121.9592,26.6,8.026005
"RETIRADO",873728,8.18e+08,1117781,5,15.9,312.4612,22,8.353939
"RETIRADO",3295962,4.32e+08,2033144,38,1.8,0,16.9,2.834661
"RETIRADO",1731368,4.02e+08,952675,9,2.3,151.2657,11.2,8.023153
"RETIRADO",650719,1.48e+08,1616079,10,14.4,258.0552,5.7,7.968131
"VINCULADO",3547126,8.6e+07,1662754,26,3,13.56201,16.9,2.532552
"VINCULADO",3146353,4.56e+08,2436481,42,2.3,40.01704,9.4,3.482246
"RETIRADO",424079,9.8e+07,1491493,26,17,234.9669,21.3,8.795175
"VINCULADO",7445133,2.15e+08,2360749,1,17.4,0,53.9,2.647745
"RETIRADO",6775815,7.67e+08,1151186,30,1.2,256.2994,85.5,8.010433
"RETIRADO",2755023,3.46e+08,1386578,9,1.3,0,22,2.400886
"RETIRADO",1444025,7.36e+08,1368729,26,18.3,232.2841,15.8,7.93126
"VINCULADO",6245606,8.4e+07,1920982,31,0.4,36.75157,76.6,2.813213
"VINCULADO",2703515,5.31e+08,1208809,42,1.9,0,9.4,3.129476
"RETIRADO",3688687,6.66e+08,902954,27,3.3,95.81008,16.4,8.352975
"VINCULADO",2825184,6.53e+08,392869,30,1.8,0,13.1,3.287851
"VINCULADO",6054229,8.89e+08,470882,21,15.8,98.91124,68.9,2.989026
"RETIRADO",7513659,8.48e+08,1345397,29,1.6,186.4338,63.3,8.396745
"VINCULADO",7110274,1.513e+09,774525,49,16.8,0,62.6,2.998368
"RETIRADO",3395748,7.96e+08,3127102,30,0.2,189.4884,13.2,8.437762
"RETIRADO",7407976,8.3e+07,374929,0,1.5,0,81.9,2.547182
"RETIRADO",3367575,7e+08,1695327,25,1.5,175.3464,29.7,8.558509
"RETIRADO",3103079,7.47e+08,2244650,26,2,178.3767,29.2,8.94942
"VINCULADO",3838340,9.14e+08,2195822,39,2.3,203.6978,19.4,7.99957
"RETIRADO",7761254,4.72e+08,347198,15,14.5,29.95249,80.3,2.416421
"RETIRADO",6258764,8.3e+07,371196,13,14.1,13.58436,70.2,2.892735
"RETIRADO",1720227,6.04e+08,350026,0,15.5,225.258,26.5,8.595524
"VINCULADO",1803352,4.18e+08,1070243,43,16.6,0,16.8,2.524117
"RETIRADO",7752588,8.5e+07,391455,16,15.2,146.261,89.3,8.553972
"RETIRADO",7525352,4.36e+08,997825,55,15.5,198.7813,63.2,8.290886
"VINCULADO",7104456,4.8e+08,2404128,0,16.5,56.92014,50.2,2.689518
"VINCULADO",3551378,4.97e+08,429572,49,1.6,51.36058,0,2.266745
"VINCULADO",7004277,7.18e+08,1001351,21,14.9,38.57098,61.4,2.494576
"VINCULADO",3786236,3.18e+08,2609221,35,4,28.29301,22.1,2.195116
"RETIRADO",6101660,2.61e+08,738630,13,3.2,98.28691,52.8,7.960306
"RETIRADO",8668925,2.081e+09,839558,12,16.3,274.6216,61.5,7.838273
"RETIRADO",8094013,3.81e+08,1811225,8,3.1,262.3583,60.5,8.579164
"VINCULADO",6979008,8.63e+08,1048367,30,14.3,43.70253,62.8,2.079972
"RETIRADO",7603552,8.7e+08,2339140,23,15.5,155.2863,86.7,8.60021
"RETIRADO",1037793,6.9e+08,2119445,16,16.1,251.8486,17.5,8.321398
"RETIRADO",6689036,7.48e+08,1485106,19,2.3,155.2938,71.5,7.649213
"VINCULADO",5662701,6.01e+08,2061636,23,18.3,24.70919,75.4,1.994122
"RETIRADO",7169843,1.506e+09,3940635,48,16.7,208.3302,73.3,7.858832
"VINCULADO",3021513,4.32e+08,286332,56,2.8,10.15465,4.1,2.300014
"VINCULADO",7147936,3.26e+08,2206231,8,2.3,297.1796,67.1,8.358632
"VINCULADO",3839706,8.91e+08,330291,25,3.1,8.601288,0,2.909302
"RETIRADO",3404198,2.56e+08,512387,24,2.4,58.03486,2.2,8.5626
"RETIRADO",4792044,8.5e+07,1176335,39,2.5,235.5008,29.5,8.356479
"VINCULADO",7234791,6.26e+08,416966,4,16.3,16.42198,93.9,2.099561
"RETIRADO",6636830,1.61e+09,1944095,40,17.5,143.6652,60.3,8.800358
"RETIRADO",7555895,1.823e+09,2598340,27,2.7,225.328,63.6,8.283126
"VINCULADO",7427650,6.55e+08,1878338,31,15.9,18.2614,62.7,3.417571
"VINCULADO",365279,6.07e+08,1563325,16,17.4,35.83489,1.9,2.779208
"VINCULADO",7602993,1.57e+09,2066692,10,1.7,8.847708,55.4,2.856031
"RETIRADO",7695968,5.54e+08,1447916,41,16,355.1239,108.1,8.014665
"RETIRADO",597297,1.2e+08,2240016,39,15.1,5.53777,41.5,2.316323
"VINCULADO",312419,8.4e+07,868867,18,15.9,11.43181,19.3,2.855138
"VINCULADO",7067037,1.575e+09,1075828,29,1.3,8.38864,90.5,3.113865
"VINCULADO",7318643,1.505e+09,433408,31,2,0,33.8,2.601521
"RETIRADO",7859959,5.79e+08,1781991,56,1.9,184.7472,67.9,8.292066
"RETIRADO",7799220,1.035e+09,2063572,27,15.4,208.3008,97.1,8.902027
"VINCULADO",7470740,1.764e+09,611321,0,17,20.71747,65.2,2.076218
"VINCULADO",7123474,7.55e+08,1348038,21,0.2,233.1444,69.3,8.529133
"VINCULADO",7177584,1.611e+09,1897859,23,16.1,26.89744,60.6,3.400417
"VINCULADO",2603148,5.21e+08,1226385,48,1,247.5397,11.4,8.192921
"RETIRADO",1128053,8.34e+08,1533909,34,14.6,184.1178,14.7,8.460815
"RETIRADO",7505352,5.13e+08,1098106,17,15.6,260.4748,66.5,7.99415
"VINCULADO",6823396,7.62e+08,408129,43,16.2,100.2104,66.4,2.371436
"VINCULADO",6840422,5.36e+08,1011434,0,2.8,12.74199,93.1,2.957541
"VINCULADO",1781192,6.71e+08,2792341,29,16,18.90369,3,2.674861
"VINCULADO",1232116,7.61e+08,646677,41,15.5,27.99022,10.7,2.892862
"RETIRADO",3703247,8.4e+07,1716478,15,2,212.1818,10.9,8.219276
"RETIRADO",3385907,6.49e+08,1698635,25,1.5,313.225,16.4,7.577833
"RETIRADO",3141265,1.052e+09,1834439,0,0.3,108.8605,11.5,7.658167
"RETIRADO",4090683,9.99e+08,2049164,30,2.7,258.997,12.4,8.480774
"VINCULADO",4554263,8.22e+08,1341448,26,1.3,63.33944,16.9,2.613953
"VINCULADO",1962542,8.53e+08,799953,9,16.4,62.35212,14.5,2.191757
"RETIRADO",150000,8.4e+07,1398465,0,17.8,141.9448,21.2,8.301383
"RETIRADO",1551608,3.47e+08,702710,27,15.3,88.41845,1,8.523758
"RETIRADO",7195092,4.82e+08,747124,36,0.7,273.823,52.3,8.404969
"VINCULADO",3126615,7.24e+08,2412895,0,1.2,31.81217,4.4,2.754803
"RETIRADO",765313,7.01e+08,829454,15,15.5,181.9592,9.3,7.966466
"RETIRADO",7563132,1.782e+09,986578,18,1.9,186.0103,67.2,8.090287
"RETIRADO",7371211,5.37e+08,1660388,17,15.1,0,76.1,2.900609
"RETIRADO",3991683,8.99e+08,550123,37,1.2,224.7942,5.6,8.20044
"VINCULADO",3553815,7.72e+08,1699926,13,2.4,3.801649,21.3,2.318178
"RETIRADO",7152064,9.6e+07,1611357,27,3.5,187.9838,78.8,7.694704
"VINCULADO",805512,7.7e+08,2136258,46,14.6,18.40085,11.9,2.562557
"RETIRADO",489408,9.8e+07,397666,0,14.7,288.4122,6.3,8.371401
"RETIRADO",4067341,8.5e+08,1292147,36,3,6.478216,23.8,8.58257
"RETIRADO",150000,3.99e+08,321377,42,15.8,130.1127,16.7,8.521333
"RETIRADO",1576635,6.6e+08,2850310,7,16.6,203.7175,13,7.999525
"VINCULADO",7797859,2.14e+08,2860517,21,17.1,0,62.6,2.516287
"VINCULADO",8200700,5.01e+08,1566965,23,16,6.426855,51.4,2.155893
"RETIRADO",3337357,6.76e+08,736900,30,1.4,115.5579,25.9,8.580193
"RETIRADO",1223617,2.77e+08,1397788,27,16.6,243.7593,24.4,7.910121
"VINCULADO",7889662,1.665e+09,756411,9,15.5,36.02794,89.3,2.924435
"RETIRADO",150000,8.3e+07,292229,7,15.7,119.6411,1,7.837064
"VINCULADO",7291111,1.483e+09,1606877,0,18.1,19.15146,62.4,2.687141
"VINCULADO",6745075,1.587e+09,1579979,27,2.5,62.67332,76.4,3.331646
"VINCULADO",7451812,8.51e+08,391033,70,1.5,9.313656,65.8,2.493079
"VINCULADO",3562382,3.11e+08,1155614,13,1.2,12.22901,6.4,2.307938
"VINCULADO",7389412,4.03e+08,768572,6,17.4,57.88681,103.3,1.868539
"VINCULADO",7393137,6.66e+08,805955,42,3.6,0,93.8,3.227407
"RETIRADO",8901493,1.74e+08,803177,24,17.7,174.6033,55.1,8.527533
"VINCULADO",2269440,2.36e+08,2097908,40,15.3,57.83577,18.8,2.634791
"RETIRADO",2812623,8.35e+08,1122538,27,1.8,143.362,10.6,8.131548
"RETIRADO",8344725,4.72e+08,940836,3,1.1,362.5862,71.9,7.873958
"RETIRADO",6564629,7.76e+08,1959737,21,0.7,140.186,90.5,8.212862
"VINCULADO",1220841,4e+08,1575667,29,16.5,34.30785,11.9,2.434241
"RETIRADO",6892068,6.98e+08,774397,10,16.4,238.4696,66.2,8.848458
"RETIRADO",6490792,1.298e+09,1771811,19,16.2,177.2107,61.2,8.319889
"RETIRADO",3708517,8.9e+08,1757550,19,2.6,117.894,18.1,7.747223
"VINCULADO",1399896,5.72e+08,400957,28,15.2,46.71317,8.9,2.736271
"RETIRADO",3919698,7.35e+08,1949076,41,2.5,170.0119,18.4,8.058514
"RETIRADO",3158022,4.51e+08,1229349,16,2.2,223.5557,13.3,8.52393
"RETIRADO",6847221,1.535e+09,1547425,0,16.8,320.9155,100.6,8.440778
"RETIRADO",1176790,4.15e+08,1302552,36,16.8,0,22.1,2.699463
"VINCULADO",7222837,3.14e+08,376082,21,17.5,9.319582,73.3,1.801441
"VINCULADO",954740,2.18e+08,1221759,21,14.5,0.7031694,8.9,1.767437
"RETIRADO",3447801,1.06e+09,1496592,44,3.4,248.6565,8.5,8.271741
"RETIRADO",504033,3.13e+08,512720,41,15.2,260.8325,10.2,8.579285
"VINCULADO",7805154,1.578e+09,1750747,32,15.2,30.12084,62.3,2.422597
"RETIRADO",3377232,4.5e+08,422230,19,2.4,198.9081,17.4,8.334132
"RETIRADO",1382614,6.15e+08,840296,27,16.4,190.6204,14.4,8.120783
"VINCULADO",7504608,2.25e+08,1912771,18,15.7,0,76.8,3.338821
"RETIRADO",357882,3.44e+08,1807903,0,17,190.63,4.2,8.117734
"RETIRADO",7420038,4.55e+08,1072864,17,16.7,10.16231,36.8,2.798308
"VINCULADO",3284417,1.46e+08,1361897,13,1.9,22.28255,14.5,2.9009
"RETIRADO",790003,9.18e+08,2050938,10,16.4,122.7745,4.6,8.398007
"RETIRADO",7899307,1.736e+09,444266,43,16.5,201.722,70.6,7.556341
"RETIRADO",8091881,8.14e+08,2289622,22,16,205.9966,88.4,8.270573
"RETIRADO",8828710,2.075e+09,2960226,5,2.5,165.5283,72,8.094974
"VINCULADO",805513,6.13e+08,2703916,33,15.2,10.39388,0,2.346871
"VINCULADO",2645096,2.66e+08,2676175,31,1,64.14907,7.6,2.627792
"RETIRADO",7526473,1.668e+09,1862503,15,16.5,98.81664,64.4,7.669099
"VINCULADO",775865,1.065e+09,922294,28,17.3,0,22.3,3.14008
"RETIRADO",6987964,7.33e+08,1481538,32,1.5,193.1576,77.7,7.848373
"VINCULADO",2610282,4.42e+08,423543,31,2.3,0,17.5,2.404035
"VINCULADO",1574705,3.5e+08,988367,44,15.5,15.91003,22.4,3.488102
"VINCULADO",411920,9.3e+07,2390219,21,16.8,34.95655,13.9,2.789212
"VINCULADO",3023961,8.07e+08,2042954,17,4.1,35.83686,11.5,4.105561
"VINCULADO",7341189,9.6e+08,1230723,24,2.4,0,64.6,2.888032
"VINCULADO",7463469,1.552e+09,1471060,1,1.7,1.559698,77.3,1.81172
"VINCULADO",3761724,4.85e+08,1394949,33,1,33.88897,21.2,2.858037
"VINCULADO",3456586,6.38e+08,1396921,26,3.1,38.07736,18.7,2.84423
"RETIRADO",6779462,7.09e+08,560120,35,1.1,144.859,81.6,8.928402
"VINCULADO",3596834,8.58e+08,1207891,40,0.7,0,13.6,2.630338
"VINCULADO",2136563,5.78e+08,577796,0,14.6,16.03577,19.6,3.485422
"RETIRADO",6527502,6.42e+08,384003,3,2.3,136.5507,59.8,8.065458
"VINCULADO",7391621,5.62e+08,1295388,16,17.3,2.09029,78,2.610886
"VINCULADO",2099129,8.74e+08,1145725,33,2.5,23.7291,2.6,2.971412
"RETIRADO",7210405,4.68e+08,1576323,13,14.7,180.1576,73.4,8.776886
"VINCULADO",7190682,1.553e+09,416715,16,14.9,23.69929,61.8,3.336902
"VINCULADO",1331749,1.31e+08,2888619,22,16.6,14.1632,12.1,3.224341
"VINCULADO",6790395,4.91e+08,2210580,33,17.5,49.48333,51.1,3.539458
"RETIRADO",6727182,4.44e+08,595231,15,2.1,207.637,52,8.404422
"VINCULADO",1026009,6.07e+08,2572751,32,13.7,62.86812,16.4,2.948442
"RETIRADO",3480508,3.02e+08,1918176,24,2.4,219.5619,10.2,7.996446
"VINCULADO",4074936,5.81e+08,1066580,37,0.8,7.737467,18.8,2.649166
"RETIRADO",7334985,6.55e+08,901548,30,14.3,243.0584,50.4,9.033254
"VINCULADO",6567620,9.81e+08,2091100,28,16.4,0,88.1,2.387087
"RETIRADO",1047784,2.45e+08,1339618,25,14.7,16.28763,8.5,2.790134
"VINCULADO",7167609,6.71e+08,1019710,40,16.1,95.03374,85.1,1.91285
"RETIRADO",8077825,1.652e+09,1703799,19,17.7,241.6611,56.2,7.796647
"VINCULADO",6730766,6.97e+08,3197197,46,0.8,215.0042,62.5,7.883047
"VINCULADO",7545048,9.04e+08,2063821,20,1.2,3.307093,72.5,2.341559
"VINCULADO",6478247,1.556e+09,334103,24,15.7,0,67.8,2.635181
"RETIRADO",3346164,8.91e+08,1696446,34,1.5,166.988,11,7.739327
"RETIRADO",7452373,1.571e+09,961366,48,15.9,215.4049,71.6,8.396379
"VINCULADO",7817220,8.4e+07,709926,28,0.8,8.388442,48.8,2.203576
"RETIRADO",7923164,8.32e+08,1267220,0,16.2,200.8524,60.3,8.251569
"RETIRADO",3705984,8.92e+08,1647840,57,2,190.859,11.1,8.932548
"RETIRADO",7830909,8.5e+07,1089389,41,1,202.7965,47.9,8.343317
"VINCULADO",2057351,8.4e+07,2394579,46,2.1,36.32296,19.3,2.254547
"VINCULADO",3416202,5.14e+08,1488234,5,1.3,55.98214,16.4,2.832259
"VINCULADO",7626762,4.39e+08,1536457,7,15.8,5.74401,97.6,3.63509
"VINCULADO",3968015,7.07e+08,1589357,52,2.1,10.43291,7.4,1.826464
"RETIRADO",7709057,2.56e+08,893837,25,1.4,196.7908,91.1,8.227119
"VINCULADO",1647954,1.192e+09,2059029,62,15.9,28.28368,20.6,2.658792
"VINCULADO",6849001,1.55e+09,2267046,31,1.2,32.24401,34.4,3.044313
"VINCULADO",1695241,3.3e+08,889802,1,16.5,215.3681,17.3,8.616801
"RETIRADO",3564059,7.95e+08,505298,45,4.1,227.0816,27.9,8.019116
"VINCULADO",7483209,1.73e+08,484305,33,2.6,7.152517,60.7,3.210474
"RETIRADO",1468277,6.51e+08,421864,38,16.5,112.9544,14.7,8.396313
"VINCULADO",777164,1.72e+08,2840638,54,16.3,0,4,2.516991
"RETIRADO",9303849,3.98e+08,495005,28,16.3,173.7865,68.4,8.560352
"RETIRADO",7641829,8.26e+08,1499771,48,2.4,0,52.7,2.920959
"VINCULADO",6808830,6.29e+08,2557644,11,3.9,42.18786,64.4,2.5668
"VINCULADO",8223359,8.25e+08,1994577,20,2.7,0,71.2,3.321352
"RETIRADO",7533970,7.45e+08,330245,0,14.6,15.36129,69.3,2.943881
"VINCULADO",3701194,7.61e+08,2082170,45,1.9,0,12.7,3.412999
"RETIRADO",3820396,1.69e+08,1583960,22,2.7,208.9445,11.4,8.293907
"VINCULADO",8454394,5.25e+08,455069,12,2.5,45.87805,59.6,1.909972
"RETIRADO",7315337,8.37e+08,514105,11,0,184.7033,98.5,8.671344
"VINCULADO",1722452,4.02e+08,1493552,15,16,0,15.9,2.593632
"VINCULADO",2861390,1.17e+08,376416,28,2,0,20.8,2.440673
"VINCULADO",7433459,7.7e+08,795406,26,3.2,18.45874,91.2,2.254548
"RETIRADO",3455422,6.97e+08,1574091,14,1.9,356.7658,13.4,8.168166
"VINCULADO",7179962,1.754e+09,1645648,34,15,13.9517,90.1,2.7833
"VINCULADO",7096646,8.78e+08,1071965,43,15.5,0,81.1,2.725867
"RETIRADO",7746992,7.34e+08,1121471,43,15.5,168.1888,48.8,7.695972
"RETIRADO",3660430,8.47e+08,1763033,35,1.4,230.5525,13.8,8.799156
"RETIRADO",8326450,1.701e+09,369788,28,0.6,0,85.5,2.557352
"RETIRADO",7818099,8.6e+07,2104124,39,2.4,110.1479,66.4,7.460489
"RETIRADO",7163326,6.39e+08,2025322,0,1.9,240.0113,79.8,8.50441
"VINCULADO",7241727,7.28e+08,1623910,14,16.6,13.95116,52.7,3.93574
"RETIRADO",7157928,4.84e+08,452835,25,0,133.8372,70.6,8.613255
"VINCULADO",6713474,1.369e+09,2273025,7,15.6,0,58.3,2.614812
"RETIRADO",2116331,4.86e+08,1729041,38,16.1,145.8771,0,8.520986
"VINCULADO",608052,5.17e+08,3904264,0,15.3,0,17,2.182957
"VINCULADO",8562973,8.4e+08,317111,13,16.2,36.8614,84.4,2.73463
"VINCULADO",3162487,6.38e+08,2186878,2,2.9,25.24397,14.4,2.371827
"RETIRADO",3151810,8.5e+07,1051153,43,2.6,46.6154,19.2,2.542956
"VINCULADO",7067462,1.622e+09,3292603,0,15.5,19.78514,69.6,1.8017
"RETIRADO",3058219,6.17e+08,2139724,8,2.5,320.2375,17.8,8.394428
"VINCULADO",7518871,1.85e+09,1562885,14,14.3,40.00398,64.8,0.7396022
"RETIRADO",1065528,2.18e+08,1792345,59,17.1,98.87267,25.7,8.592846
"RETIRADO",2356846,3.38e+08,1917045,35,1.4,71.04739,9,1.739698
"VINCULADO",4289144,1.2e+09,887375,20,1.1,20.75632,12.3,2.918632
"VINCULADO",7009287,1.568e+09,398374,55,1.7,10.86731,68.9,2.698708
"VINCULADO",973804,6.99e+08,610394,15,15.4,0,21.7,2.662179
"VINCULADO",3672866,4.75e+08,1185196,13,2.2,59.49626,20.9,3.189132
"RETIRADO",287567,4.87e+08,354677,23,16.1,115.8523,8.3,7.929585
"RETIRADO",955443,2.22e+08,1615022,13,14.9,211.004,19.8,8.661242
"RETIRADO",7094649,7.54e+08,457783,35,15.3,125.0991,68.3,8.696479
"VINCULADO",7541416,1.574e+09,1570104,0,16.2,15.47016,68.8,2.531051
"VINCULADO",7078256,1.621e+09,478056,16,16.5,52.58756,81.1,2.853383
"VINCULADO",7175839,1.622e+09,431573,35,17.5,8.339843,91.9,2.426161
"VINCULADO",7159785,2.1e+08,423880,44,15.6,1.901618,77.5,2.616832
"VINCULADO",6554277,6.69e+08,521595,31,16.8,27.54161,76,3.208806
"RETIRADO",7733721,6.7e+08,2245088,29,16.6,176.8826,78.4,8.124051
"RETIRADO",3221382,7.1e+08,1275676,22,2.4,1.727201,0,2.333312
"RETIRADO",7262476,1.572e+09,421262,43,18.7,223.3959,81.5,8.092052
"RETIRADO",1413458,4.55e+08,1523317,39,14.5,232.8126,0,8.588914
"VINCULADO",7403262,1.523e+09,1667541,0,15.4,0,78.6,2.725554
"VINCULADO",150000,8.3e+07,2785230,16,14.4,0,23.9,2.771149
"VINCULADO",6882184,8.19e+08,1946007,18,14.8,22.38818,74.8,2.489146
"VINCULADO",3124177,6.21e+08,2787754,0,0,0,6.1,2.037225
"RETIRADO",8049609,1.76e+09,1948549,26,15.8,236.4173,44.3,8.697898
"RETIRADO",1235106,2e+08,2532588,10,15.9,25.47214,10.2,2.558592
"RETIRADO",1859636,4.11e+08,1158938,28,15.3,34.60119,11.6,2.143457
"VINCULADO",7882265,7.42e+08,1667856,22,15.1,28.00504,89.4,2.619981
"VINCULADO",1773423,3.57e+08,1068401,13,14.9,134.098,27.7,8.488135
"RETIRADO",8044445,2.72e+08,3305358,36,2.2,0,75.5,2.895549
"VINCULADO",6334618,7.58e+08,627403,20,2.6,0,66.8,2.541837
"RETIRADO",8449051,1.942e+09,2209635,18,15.1,198.4739,81.2,8.08698
"RETIRADO",6990088,6.09e+08,904320,8,16.2,109.924,58.9,8.022594
"RETIRADO",7365235,9.6e+08,1245595,10,1.7,196.8084,81.7,8.491323
"RETIRADO",7244658,6.6e+08,2028287,44,14.9,163.8177,84.9,8.662029
"VINCULADO",1838215,4.86e+08,1915011,28,15.9,0,8.2,3.233151
"RETIRADO",1212419,2.8e+08,754856,27,17.1,155.5386,17.3,8.749157
"VINCULADO",2767549,4.51e+08,743436,5,0.1,273.5254,33.6,8.054371
"RETIRADO",7985807,6.6e+08,3264230,35,15.2,263.4916,93.9,8.439064
"RETIRADO",8407413,5.38e+08,1754588,28,17.5,262.5423,46.8,8.181426
"VINCULADO",4382118,6.12e+08,1605778,4,3.2,0,7.2,3.033832
"RETIRADO",3644466,5.41e+08,1547898,41,1.7,167.681,18.2,8.5251
"RETIRADO",1429225,5.16e+08,458726,35,16.8,312.5823,18.5,8.340592
"RETIRADO",2703044,8.6e+07,1372761,30,2.4,0,10.6,3.339179
"RETIRADO",3328848,7.63e+08,1186485,16,1.5,220.6162,15,8.484454
"RETIRADO",7501599,1.745e+09,986617,24,16.8,240.2142,65.9,8.230311
"RETIRADO",7581240,7.4e+08,366273,27,2.5,20.43694,94,2.948691
"VINCULADO",3073838,1.74e+08,417887,13,1.1,236.0027,12.8,9.074469
"RETIRADO",6829351,1.629e+09,2078072,22,17.4,125.2175,84.1,7.968046
"RETIRADO",3043622,7.11e+08,2080059,47,2.4,32.89101,9.3,3.080701
"RETIRADO",2223920,6.38e+08,1507917,31,16.2,205.1274,18.8,8.084401
"VINCULADO",8050413,1.683e+09,580300,0,1.8,27.60784,60.7,3.536707
"VINCULADO",4255758,9.11e+08,547352,0,2.8,13.6717,18,3.281172
"RETIRADO",858531,3.77e+08,366783,0,17.3,155.238,12.9,8.397017
"VINCULADO",7087586,1.702e+09,502061,48,17.6,2.800632,105.2,3.183139
"VINCULADO",1487203,3.58e+08,826333,18,16.3,133.8798,11.1,8.601604
"RETIRADO",7890262,1.726e+09,1909690,53,14.9,253.527,34.8,8.71098
"VINCULADO",7851333,1.896e+09,923823,11,0.3,23.2188,44.9,2.35088
"VINCULADO",7392346,5.81e+08,1945795,12,1.4,0,62.9,2.045874
"RETIRADO",7964268,5.66e+08,2517393,9,14.5,0.4282588,47.9,2.68454
"RETIRADO",2124596,4.7e+08,1167918,29,16.4,141.3477,10.3,8.412099
"RETIRADO",1012266,2.15e+08,1871858,41,15.1,213.3406,5.9,8.610028
"VINCULADO",7246025,7.57e+08,1097323,33,2,43.25658,59.1,2.499698
"VINCULADO",7291601,8.2e+07,868223,16,1.9,37.31425,47,2.190771
"VINCULADO",7506402,6.4e+08,2144986,48,1.4,45.29319,73.1,3.043218
"RETIRADO",6261895,3.32e+08,701331,2,2.6,190.8292,88,8.601141
"VINCULADO",6674172,6.46e+08,1930293,0,3.2,0,14.4,2.667335
"VINCULADO",6554795,1.487e+09,1039940,33,0.9,0,86.6,2.879536
"RETIRADO",4141565,8.67e+08,1421910,15,3.1,163.3941,10.3,8.671983
"VINCULADO",4571145,5.88e+08,393285,10,2,24.56732,5.9,2.991575
"VINCULADO",7422352,7.22e+08,466373,21,0.6,60.89101,92.6,2.711152
"VINCULADO",6801214,8.78e+08,463170,50,0.9,16.62518,59.7,2.900697
"VINCULADO",6343085,8.83e+08,1757502,25,16.3,3.289928,67.4,2.467245
"VINCULADO",7345539,5.45e+08,2133512,33,16.3,32.96794,72.7,3.416832
"VINCULADO",7361129,6.31e+08,2597540,18,15.7,32.91231,72.3,2.22103
"VINCULADO",1491891,5.17e+08,1807195,16,15.3,53.92522,12.8,3.021987
"RETIRADO",2648970,3.71e+08,2037794,6,0,302.1624,11.6,8.108603
"RETIRADO",150000,4.05e+08,1630050,10,15.8,175.9704,1.8,8.224465
"VINCULADO",1311536,3.5e+08,319976,33,15.1,2.353624,14.1,3.423658
"VINCULADO",1478792,3.41e+08,2594817,44,17,38.10993,11,2.15863
"VINCULADO",804786,6.5e+08,939809,36,16,0.4673041,28.6,2.527896
"RETIRADO",1273167,4.76e+08,3212781,24,15.7,40.61329,14.4,2.655316
